,Species,Family,Common_name,Locality,Status,Extinct
2583,swinderianus,Thryonomyidae,Greater Cane Rat,Sierra Leone.,Lower risk,False
2584,subspinosus,Erethizontidae,Bristle-spined Rat,"Brazil, N Bahia, Salvador.",Endangered,False
2585,bicolor,Erethizontidae,Bicolored-spined Porcupine,"Peru, Junn Debt., between Tulumayo and Chanchamayo Rivers.",Lower risk,False
2586,nycthemera,Erethizontidae,Black Dwarf Porcupine,"Brazil, E Amazonia, south of the main channel of the Rio Amazonas; as restricted by Voss and Angermann (1997).",Lower risk,False
2587,prehensilis,Erethizontidae,Brazilian Porcupine,"Brazil, Pernambuco.",Lower risk,False
2588,rothschildi,Erethizontidae,Rothchilds Porcupine,"Panama, Chiriqui, Sevilla Isl.",Lower risk,False
2589,rufescens,Erethizontidae,Stump-tailed Porcupine,Colombia.,Lower risk,False
2590,dorsata,Erethizontidae,North American Porcupine,E Canada (= Quebec Prov.).,Lower risk,False
2591,insidiosus,Erethizontidae,Bahia Porcupine,"Brazil, Baha, Salvador.",Lower risk,False
2592,mexicanus,Erethizontidae,Mexican Hairy Dwarf Porcupine,"Mexico, in the mountains.",Lower risk,False
2593,spinosus,Erethizontidae,Paraguaian Hairy Dwarf Porcupine,"Paraguay, along the Paran River.",Lower risk,False
2594,vestitus,Erethizontidae,Brown Hairy Dwarf Porcupine,Colombia.,Vulnerable,False
2595,villosus,Erethizontidae,Orange-spined Hairy Dwarf Porcupine,"Brazil, mountains near Rio de Janeiro, Corcoracto.",Lower risk,False
2596,chinchilla,Chinchillidae,Short-tailed Chinchilla,"Peru, vicinity of Lima.",Endangered,False
2597,lanigera,Chinchillidae,Long-tailed Chinchilla,"Chile, Coquimbo Prov., Coquimbo.",Vulnerable,False
2598,peruanum,Chinchillidae,Northern Mountain Viscacha,"Peru Puno Dept., Pisacoma.",Lower risk,False
2599,viscacia,Chinchillidae,Southern Moutain Viscacha,"Chile, Santiago Prov., Cordillera de Santiago.",Data Deficiency,False
2600,wolffsohni,Chinchillidae,Wolffsohns Mountain Viscacha,"Argentina, Santa Cruz, Baguales and Vizcachas Mtns (50<sup>o</sup>50S, 72<sup>o</sup>20W).",Lower risk,False
2601,crassus,Chinchillidae,Peruvian Plains Viscacha,"Peru, Dist. Cuzco, Santa Ana.",Extinct,False
2602,maximus,Chinchillidae,Argentine Plains Viscacha,"Unknown; possibly from pampas of Buenos Aires, Argentina; see Cabrera (1961).",Lower risk,False
2603,branickii,Dinomyidae,Pacarana,"Peru, Junin Dept., Montana de Vitoc, Amable Maria.",Endangered,False
2604,aperea,Caviidae,Brazilian Guinea Pig,"Brazil, Pernambuco.",Lower risk,False
2605,fulgida,Caviidae,Shiny Guinea Pig,"""Amazonia""; probably an error (Cabrera, 1961:577).",Lower risk,False
2606,magna,Caviidae,Greater Guinea Pig,"""en las orillas del arroyo Imb, municipio de Tramanda, estado de Rio Grande del Sur, Brasil"".",Lower risk,False
2607,porcellus,Caviidae,Domesticated Guinea Pig,"Brazil, Pernambuco (questionable).",Lower risk,False
2608,tschudii,Caviidae,Montane Guinea Pig,"Peru, Ica Dept., Ica.",Lower risk,False
2609,flavidens,Caviidae,Brazilian Yellow-toothed Cavy,"Unknown; possibly Minas Gerais, Brazil.",Lower risk,False
2610,musteloides,Caviidae,Common Yellow-toothed Cavy,"Peru, Paso de Tacna, on road to Lake Titicaca.",Lower risk,False
2611,spixii,Caviidae,Spixs Yellow-toothed Cavy,"Brazil, restricted to Minas Gerais, Lagoa Santa by Cabrera (1961:575).",Lower risk,False
2612,australis,Caviidae,Southern Mountain Cavy,"Argentina, Pategonia, vicinity of the lower part of the Rio Negro.",Lower risk,False
2613,niata,Caviidae,Andean Mountain Cavy,"Bolivia, La Paz Dept., Esperanza, Monte Sajama, 4,000 m.",Lower risk,False
2614,shiptoni,Caviidae,Shiptons Mountain Cavy,"Argentina, Catamarca Prov., Laguna Blanca, 3,400 m.",Lower risk,False
2615,patagonum,Caviidae,Patagonian Mara,"Argentina, Santa Cruz Prov., Puerto Deseado.",Lower risk,False
2616,salinicola,Caviidae,Chacoan Mara,"Argentina, SW Catamarca Prov., between Totoralejos and Recreo.",Lower risk,False
2617,hydrochaeris,Caviidae,Capybara,"""Habitat in Surinamo"". Cabrera (1961:583) gave Perambuco, Brazil, but see Husson (1978:451) for restriction to Suriname.",Lower risk,False
2618,isthmius,Caviidae,Lesser Capybara,"Panama, Darin, Ro Tuyra, Marragant.",Uncommon in Panama.,False
2619,rupestris,Caviidae,Rock Cavy,"Brazil, Bahia, Rio Belmonte. Designated by Moojen (1952) as Rio Grande de Belmonte, Rio Pardo, Rio San Francisco; but see Cabrera (1961:580).",Lower risk,False
2620,azarae,Dasyproctidae,Azaras Agouti,"Brazil, So Paulo.",Vulnerable,False
2621,coibae,Dasyproctidae,Coiban Agouti,"Panama, Coiba Isl.",Endangered,False
2622,cristata,Dasyproctidae,Crested Agouti,Suriname.,Data Deficiency,False
2623,fuliginosa,Dasyproctidae,Black Agouti,"Brazil, Amazonas, Borba, on lower Rio Madeira (=""Amazon River"").",Lower risk,False
2624,guamara,Dasyproctidae,Orinoco Agouti,"Venezuela, Delta Amacuro, Araguabisi, 9<sup>o</sup>1327""N, 61<sup>o</sup>016""W.",Lower risk,False
2625,kalinowskii,Dasyproctidae,Kalinowskis Agouti,"Peru, Cuzco Dept., Santa Ana Valley, Idma.",Data Deficiency,False
2626,leporina,Dasyproctidae,Red-rumped Agouti,"Suriname, Peninka, Peninka Creek and Cennewijne River.",Lower risk,False
2627,mexicana,Dasyproctidae,Mexican Agouti,"Mexico, probably Veracruz (=""hot zone of Mexico""); see Hall (1981:859).",Lower risk,False
2628,prymnolopha,Dasyproctidae,Black-rumped Agouti,"Brazil, Par. Original designation of Guyana was probably an error (Cabrera, 1961:588).",Lower risk,False
2629,punctata,Dasyproctidae,Central American Agouti,"Nicaragua, Chinadega, El Realejo.",Lower risk,False
2630,ruatanica,Dasyproctidae,Roatn Island Agouti,"Honduras, Roatn Isl.",Endangered,False
2631,acouchy,Dasyproctidae,Red Acouchi,"French Guiana, Cayenne.",Lower risk,False
2632,pratti,Dasyproctidae,Green Acouchi,"Peru, Rio Maraon, Pongo de Rentema.",Unknown.,False
2633,paca,Cuniculidae,Lowland Paca,"French Guiana, Cayenne.",Lower risk,False
2634,taczanowskii,Cuniculidae,Mountain Paca,"Ecuador, Andes.",Lower risk,False
2635,argentinus,Ctenomyidae,Argentine Tuco-tuco,"Argentina, Chaco Prov., Libertador Gen. San Martin Dept., Campo Araos (26<sup>o</sup>31S, 59<sup>o</sup>15W).",Lower risk,False
2636,australis,Ctenomyidae,Southern Tuco-tuco,"Argentina, Buenos Aires Prov.",Lower risk,False
2637,azarae,Ctenomyidae,Azaras Tuco-tuco,"Argentina, Central Pampas, 780 km SW Buenos Aires (37<sup>o</sup>45S, 65<sup>o</sup>W). Type location originally given as Sapucay, Paraguay (Thomas, 1903) but corrected to 780 km SW Buenos Aires by Thomas (1903). The type locality corresponds approximately to General Acha, La Pampa Province (Tate, 1935).",Lower risk,False
2638,boliviensis,Ctenomyidae,Bolivian Tuco-tuco,"Bolivia, Santa Cruz Dept., Santa Cruz de la Sierra.",Lower risk,False
2639,bonettoi,Ctenomyidae,Bonettos Tuco-tuco,"Argentina, Chaco Prov., Dept. Sargento Cabral, 7.5 km SE of Capitn Solari (26<sup>o</sup>48S, 59<sup>o</sup>33W).",Lower risk,False
2640,brasiliensis,Ctenomyidae,Brazilian Tuco-tuco,"Brazil, Minas Gerais.",Lower risk,False
2641,colburni,Ctenomyidae,Colburns Tuco-tuco,"Argentina, Santa Cruz Prov., Arroyo Aiken, 95 km SE Lake Buenos Ayres.",Lower risk,False
2642,conoveri,Ctenomyidae,Chacoan Tuco-tuco,"Paraguay, Boqueron, 16 km W of Filadelfia (22<sup>o</sup>15S, 60<sup>o</sup>10W).",Lower risk,False
2643,dorsalis,Ctenomyidae,Black-backed Tuco-tuco,"Paraguay, Boqueron Prov., N Chaco.",Lower risk,False
2644,emilianus,Ctenomyidae,Emilios Tuco-tuco,"Argentina, Neuqun Prov., Chos Malal.",Lower risk,False
2645,flamarioni,Ctenomyidae,Flamarions Tuco-tuco,"Brazil, Rio Grande do Sul, Estao Ecologica do Taim, Fazenda Caapava.",Endangered,False
2646,frater,Ctenomyidae,Reddish Tuco-tuco,"Bolivia, Potos, Potos 4300 m.",Lower risk,False
2647,fulvus,Ctenomyidae,Tawny Tuco-tuco,"Chile, Antofagasta Prov., Pingo-Pingo.",Lower risk,False
2648,haigi,Ctenomyidae,Haigs Tuco-tuco,"Argentina, Chubut Prov., El Maitn, 700 m.",Lower risk,False
2649,knighti,Ctenomyidae,Catamarca Tuco-tuco,"Argentina, Catamarca Prov., Otro Cerro.",Lower risk,False
2650,latro,Ctenomyidae,Mottled Tuco-tuco,"Argentina, Tucumn Prov., Tapia, 600 m.",Lower risk,False
2651,leucodon,Ctenomyidae,White-toothed Tuco-tuco,"Bolivia, La Paz Dept., San Andres de Machaca.",Lower risk,False
2652,lewisi,Ctenomyidae,Lewis Tuco-tuco,"Bolivia, Tarija Dept., Sama, 4,000 m.",Lower risk,False
2653,magellanicus,Ctenomyidae,Magellanic Tuco-tuco,"Chile, Magallanes, Bahia de San Gregorio.",Vulnerable,False
2654,maulinus,Ctenomyidae,Maule Tuco-tuco,"Chile, Talca Prov., Laguna de Maule.",Lower risk,False
2655,mendocinus,Ctenomyidae,Mendoza Tuco-tuco,"Argentina, Mendoza Prov., Mendoza.",Lower risk,False
2656,minutus,Ctenomyidae,Tiny Tuco-tuco,"Brazil, Rio Grande do Sul, Campos E of Mondo Novo.",Lower risk,False
2657,occultus,Ctenomyidae,Furtive Tuco-tuco,"Argentina, Monteagudo, 80 km SE Tucumn City.",Lower risk,False
2658,opimus,Ctenomyidae,Highland Tuco-tuco,"Bolivia, Oruro Dept., Monte Sajama.",Lower risk,False
2659,pearsoni,Ctenomyidae,Pearsons Tuco-tuco,"Uruguay, Dept. Colonia, 25 km SE of Carmelo, Arroyo Limetas.",Lower risk,False
2660,perrensi,Ctenomyidae,Goya Tuco-tuco,"Argentina, Corrientes Prov., Goya.",Lower risk,False
2661,peruanus,Ctenomyidae,Peruvian Tuco-tuco,"Peru, Puno Dept., Pisacoma.",Lower risk,False
2662,pontifex,Ctenomyidae,San Luis Tuco-tuco,"Argentina, Mendoza Prov., San Rafael.",Lower risk,False
2663,porteousi,Ctenomyidae,Porteouss Tuco-tuco,"Argentina, Buenos Aires Prov., Bonifacio.",Lower risk,False
2664,saltarius,Ctenomyidae,Salta Tuco-tuco,"Argentina, Salta Prov., Salta.",Lower risk,False
2665,sericeus,Ctenomyidae,Silky Tuco-tuco,"Argentina, Santa Cruz Prov., Rio Chico.",Lower risk,False
2666,sociabilis,Ctenomyidae,Colonial Tuco-tuco,"Argentina, Prov. Neuqun, 2 km W Cerro Puntudo, Estancia Fortn Chacabuco (1075 m).",Lower risk,False
2667,steinbachi,Ctenomyidae,Steinbachs Tuco-tuco,"Bolivia, Santa Cruz Dept., near Santa Cruz de la Sierra. Anderson et al. (1987) noted that the type locality was a large area only partially occupied by <i>C. steinbachi</i> and therefore restricted the type locality to 6 km N Buen Retiro (17<sup>o</sup>13S, 63<sup>o</sup>38W).",Lower risk,False
2668,talarum,Ctenomyidae,Los Talas Tuco-tuco,"Argentina, Buenos Aires Prov., Los Talas.",Lower risk,False
2669,torquatus,Ctenomyidae,Collared Tuco-tuco,"Brazil, S provinces, and banks of Uruguay River. See Moojen (1952:188).",Lower risk,False
2670,tuconax,Ctenomyidae,Robust Tuco-tuco,"Argentina, Tucumn Prov., Concepcion, 500 m.",Lower risk,False
2671,tucumanus,Ctenomyidae,Tucumn Tuco-tuco,"Argentina, Tucumn Prov., 450 m.",Lower risk,False
2672,validus,Ctenomyidae,Guanacache Tuco-tuco,"Argentina, Mendoza Prov., Guaymalln Dept., Mdanos del Borbolln, El Algarrobal (near city of Mendoza).",Lower risk,False
2673,fuscus,Octodontidae,Chilean Rock Rat,"Argentina, Mendoza Prov., Valle de las Cuevas; see comments.",Lower risk,False
2674,sagei,Octodontidae,Sages Rock Rat,"Argentina, Neuqun Prov., 2 km S Cerro Quilln at Pampa de Hui Hui (1050 m).",Lower risk,False
2675,bridgesi,Octodontidae,Bridgess Degu,"Chile, Curico Prov., Rio Teno.",Lower risk,False
2676,degus,Octodontidae,Degu,"Chile, Santiago Prov., Santiago.",Lower risk,False
2677,lunatus,Octodontidae,Moon-toothed Degu,"Chile, Valparaiso Prov., Olmue.",Lower risk,False
2678,pacificus,Octodontidae,Pacific Degu,"Chile, Arauca Prov., Isla Mocha (38<sup>o</sup>22S, 73<sup>o</sup>55W).",Vulnerable,False
2679,gliroides,Octodontidae,Mountain Degu,"Bolivia, La Paz Dept., near La Paz.",Lower risk,False
2680,mimax,Octodontidae,Viscacha Rat,"Argentina, Catamarca Prov., La Puntilla.",Lower risk,False
2681,cyanus,Octodontidae,Coruro,"Chile, Valparaiso Prov.",Lower risk,False
2682,barrerae,Octodontidae,Red Viscacha-rat,"Argentina, Mendoza Prov., La Paz.",Vulnerable,False
2683,bennettii,Abrocomidae,Bennetts Chinchilla Rat,"Chile, Aconcagua Prov., vicinity Aconcagua, flanks of Cordillera.",Lower risk,False
2684,boliviensis,Abrocomidae,Bolivian Chinchilla Rat,"Bolivia, Dept. Santa Cruz, Manual M. Caballero Prov., Comarapa.",Vulnerable,False
2685,cinerea,Abrocomidae,Ashy Chinchilla Rat,"Argentina, Jujuy Prov., Cerro Casabindo.",Lower risk,False
2686,oblativa,Abrocomidae,Machu Picchu Arboreal Chinchilla Rat,"Peru, Dept. de Cusco, Machu Picchu.",Extinct,False
2687,boliviensis,Echimyidae,Bolivian Bamboo Rat,"Bolivia, Cochabamba Dept., Misin San Antonia, Ro Chimor, 390 m.",Lower risk,False
2688,dactylinus,Echimyidae,Amazon Bamboo Rat,Upper Amazon area (no locality in original description).,Lower risk,False
2689,peruanus,Echimyidae,Montane Bamboo Rat,"Peru, Juliaca; corrected by J. A. Allen (1901) to Inca Mines, ""about 200 miles [322 km] northeast of Jaliaca"" 1,830 m, 13<sup>o</sup>30S, 70<sup>o</sup>W.",Data Deficiency,False
2690,amblyonyx,Echimyidae,Atlantic Bamboo Rat,"Brazil, So Paulo, Ipanema.",Lower risk,False
2691,albicauda,Echimyidae,White-tailed Olalla Rat,"Colombia, Antioquia Dept., Medellin.",Lower risk,False
2692,edax,Echimyidae,Greedy Olalla Rat,"Venezuela, Merida, Sierra de Merida.",Lower risk,False
2693,pictus,Echimyidae,Painted Tree-rat,"Brazil, Bahia.",Data Deficiency,False
2694,caniceps,Echimyidae,Colombian Soft-furred Spiny-rat,"Colombia, Antioquia Dept., Medellin.",Lower risk,False
2695,labilis,Echimyidae,Rufous Soft-furred Spiny-rat,"Panama, San Miguel Isl.",Lower risk,False
2696,rufodorsalis,Echimyidae,Red Crested Soft-furred Spiny-rat,"Colombia, Magdalena Dept., Onaca.",Vulnerable,False
2697,chrysurus,Echimyidae,White-faced Spiny Tree-rat,Suriname.,Vulnerable,False
2698,saturnus,Echimyidae,Dark Spiny Tree-rat,"Ecuador, Napo-Pastaza Prov., Ro Napo.",Lower risk,False
2699,semivillosus,Echimyidae,Speckled Spiny Tree-rat,"Colombia, Bolivar Dept., Cartagena.",Lower risk,False
2700,bistriata,Echimyidae,Yellow-crowned Brush-tailed Rat,"Brazil, Mato Grosso, Ro Guapor.",Lower risk,False
2701,pagurus,Echimyidae,Plain Brush-tailed Rat,"Brazil, Amazonas, Borba, Lower Rio Madeira.",Lower risk,False
2702,sinnamariensis,Echimyidae,Sinnamary Brush-tailed Rat,"French Guiana, along the Sinnamary River, 21 km upstream of the Petit Saut Dam (4<sup>o</sup>5680""N, 53<sup>o</sup>0190""W).",Data Deficiency,False
2703,didelphoides,Echimyidae,Red-nosed Armored Tree-rat,"Unknown, probably Brazil.",Lower risk,False
2704,grandis,Echimyidae,Giant Armored Tree-rat,"Brazil, Amazonas, Manaqueri.",Lower risk,False
2705,macrura,Echimyidae,Long-tailed Armored Tree-rat,"Brazil, Amazonas, Borba.",Lower risk,False
2706,obscura,Echimyidae,Dark Armored Tree Rat,Unknown.,Data Deficiency,False
2707,occasius,Echimyidae,Bare-tailed Armored Tree-rat,"Ecuador, Mt. Pichincha, Gualea.",Endangered,False
2708,rhipidura,Echimyidae,Peruvian Armored Tree-rat,"Peru, Dept. Loreto, Pebas.",Data Deficiency,False
2709,blainvillii,Echimyidae,Golden Atlantic Tree-rat,"Brazil, Bahia, Isla de Deos; restricted to Seabra (ca. 12<sup>o</sup>25S, 41<sup>o</sup>46W) by Emmons et al. (2002).",Lower risk,False
2710,brasiliensis,Echimyidae,Orange-brown Atlantic Tree-rat,"Brazil, Minas Gerais, cave (Lapa das Quatro Bocas) near Lagos Santa.",Lower risk,False
2711,dasythrix,Echimyidae,Drab Atlantic Tree-rat,"Brazil, Rio Grande do Sul, Porto Alegre (30<sup>o</sup>04S, 51<sup>o</sup>07W); as restricted by Emmons et al. (2002).",Lower risk,False
2712,lamarum,Echimyidae,Pallid Atlantic Tree-rat,"Brazil, Bahia, about 70 miles (113 km) NW Salvador, Lamaro; as amended by Emmons et al. (2002).",Lower risk,False
2713,nigrispinus,Echimyidae,Blacked-spined Atlantic Tree-rat,"Brazil, So Paulo, Floresta Nacional de Ipanema, 20 km NW Sorocaba (23<sup>o</sup>26S, 47<sup>o</sup>37W); as amended by Emmons et al. (2002).",Lower risk,False
2714,thomasi,Echimyidae,Giant Atlantic Tree-rat,"Brazil, So Paulo, Isla de So Sabastio (23<sup>o</sup>46S, 45<sup>o</sup>21W); as amended by Emmons et al. (2002).",Vulnerable,False
2715,unicolor,Echimyidae,Short-furred Atlantic Tree-rat,"""Brasilia""; restricted by Emmons et al. (2002) to Bahia, 50 km SW Caravelas, Colonia Leopoldina (now Helvecia) (17<sup>o</sup>48S, 39<sup>o</sup>39W, elev. 59 m).",Lower risk,False
2716,sulcidens,Echimyidae,Owls Spiny Rat,"Brazil, Minas Gerais, Lagoa Santa.",Lower risk,False
2717,bishopi,Echimyidae,Bishops Fossorial Spiny Rat,"Brazil, So Paulo, Itapetininga.",Vulnerable,False
2718,laticeps,Echimyidae,Broad-headed Spiny Rat,"Brazil, Santa Catarina, Joinville.",Lower risk,False
2719,spinosus,Echimyidae,Guiara,"Paraguay, Cordillera, Atira.",Lower risk,False
2720,gymnurus,Echimyidae,Armored Rat,"Ecuador, Esmeraldas Prov., Cachavi.",Lower risk,False
2721,emiliae,Echimyidae,Tuft-tailed Spiny Tree Rat,"Brazil, Ro Tapajoz, Villa Braga.",Lower risk,False
2722,hispidus,Echimyidae,Ferreiras Spiny Tree-rat,"Brazil, Amap (see comments).",Lower risk,False
2723,leniceps,Echimyidae,Woolly-headed Spiny Tree-rat,"Peru, Dept Amazonas, Yambasbramba.",Lower risk,False
2724,stimulax,Echimyidae,Par Spiny Tree Rat,"Brazil, Par, Amazon estuary, ""Camet, Lower Tocantins.""",Lower risk,False
2725,brevicauda,Echimyidae,Short-tailed Spiny-rat,"Peru, Dept. de Loreto, Chamicuros (Ro Huallago).",Lower risk,False
2726,canicollis,Echimyidae,Colombian Spiny-rat,"Colombia, Dept. Magdalena, Bonda near Santa Marta (NW base of Sierra Nevada de Santa Marta).",Lower risk,False
2727,chrysaeolus,Echimyidae,Boyac Spiny Rat,"Colombia, Dept. Boyac, Muzo (valley of Ro Carare).",Lower risk,False
2728,cuvieri,Echimyidae,Cuviers Spiny-rat,"French Guiana, Saul.",Lower risk,False
2729,decumanus,Echimyidae,Pacific Spiny-rat,"Ecuador, Prov. de Guayas, Changn.",Lower risk,False
2730,goeldii,Echimyidae,Goeldis Spiny-rat,"Brazil, Par, Santarem.",Lower risk,False
2731,guairae,Echimyidae,Guaira Spiny-rat,"Venezuela, Federal Dist., La Guaira.",Lower risk,False
2732,guyannensis,Echimyidae,Guyenne Spiny-rat,"French Guiana, Cayenne.",Lower risk,False
2733,hoplomyoides,Echimyidae,Guyanan Spiny-rat,"Venezuela, Bolivar Prov., Mt. Roraima (2,000 m).",Lower risk,False
2734,longicaudatus,Echimyidae,Long-tailed Spiny-rat,N Paraguay.,Lower risk,False
2735,magdalenae,Echimyidae,Magdalena Spiny Rat,"Colombia, Dept. de Bolvar, Ro San Pedro near Noros (178 m) in the foothills of the Cordillera Central.",Lower risk,False
2736,mincae,Echimyidae,Minca Spiny Rat,"Colombia, Dept. Magdalena, Minca near Santa Marta.",Lower risk,False
2737,oconnelli,Echimyidae,OConnells Spiny-rat,"Colombia, Villavicencio, 480 m.",Lower risk,False
2738,poliopus,Echimyidae,Gray-footed Spiny-rat,"Venezuela, Tchira State, San Juan de Coln (797 m) on N slope of Sierra de Merida. Listed in Honacki et al. (1982:590) as Venezuela, Zulia Prov., Ro Aurare, El Panorama, for unknown reason.",Lower risk,False
2739,quadruplicatus,Echimyidae,Napo Spiny-rat,"Ecuador, Napo-Pastaza Prov., Ro Napo, Isla Llunchi (18 kms below mouth of Rio Coca).",Lower risk,False
